Organization,Address,Reviewer,Review Title,Review,Location,Rating Date,Rating
Taal Vista Hotel,Tagaytay Luzon 4120,Sumgai_PH,Hotel comforts with a spectacular view or Taal volcano/lake. What more can one ask for?,My wife and I stayed at a Premier Lake room for one night as we were attending a wedding somewhere in Tagaytay. We stayed in the newer Lake wing which I heard has better updated rooms than the Mountain wing. The hotel itself is very...More,2,February 29  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,jun l,A Welcome Surprise,Dear rjyu  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,February 28  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Prince H,Large hotel with great view of Taal!,The first time I've visited this hotel was in 2007  back then it was a place that sadly needed an upgrade in its facilities and amenities. Fast forward to 2016 and now I brought my family along with me to enjoy Tagaytay and the place...More,2,February 27  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,AlanDavidS,A room with a view,I spent three days at the Taal Vista and I was most happy with my stay. Our room overlooked the lake and it was a very tranquil setting. The rooms were kept very clean on a daily basis and the staff were friendly and helpful....More,2,February 26  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Louise H,Fine Hotel - Paying for the view,Dear AlanDavidS  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,February 26  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Miguel P,Started Strong... Ended Weak...,Stayed with my family for overnight getaway. Giving average review because of 5-Star rating and price. Caters to business-travelers / conferences. Stayed Lake-View room - Approx 9 200 / night. Pros: Amazing View of Volcano Large Rooms Helpful Staff Good Security Good proximity to restaurants/Sky Ranch...More,2,February 23  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,ArlenieVillasin,Family Bonding Hotel,Dear Izems  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,February 22  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Chrynn,Go for the view but don't expect 5 star accomodation,Did a spontaneous trip to Tagaytay mid Saturday morning and planned to stay till the next day. The first choice I had was already fully booked but I knew that Taal Vista would be a safe choice. I booked through Agoda at 10am and reached...More,2,February 21  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Roy M,Porter w/out customer service training,Hay naku! Kardo! Ive been to this place several times. And this is the first time it happened to me. It was an unsched stay since my dear wife with our baby boy requested for a sleepover . hotel is fully booked so we decided...More,2,February 21  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Tonyboy O,Nice view,Dear Roy M  I'm saddened to hear about the challenges you experienced with our service. Feedback from our guests is the most valuable advice we can receive. It helps us recognize our strengths and areas of challenges. I have taken note of your comments and...More,2,February 19  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Ralf M,Perfect View from the Garden,There are 2 wings in this hotel. The lake view rooms are mostly used for conferences and conventions. Nice big rooms with balconies  well stocked fridge  big bathrooms but the service is not really up to par. Arriving at 10am for a business meeting between...More,2,February 15  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,apathynext,The view elevates this above an average hotel,Dear Tonyboy O  Please accept our apologies in some delays you encountered during your stay.We will seriously look into your concerns and take the necessary actions to correct them. Once again  thank you very much for your valuable comments. We sincerely hope that you would...More,2,February 14  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Nen9889,Not as expected for the price,We visited this place for a lunch and for having a great view on the lake and the vulcano. I must say  the food was good  but not outstanding  the hotel is just normal  I think. But the view was really something special for a...More,2,February 14  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Janet W,Outstanding  far reaching and dramatic views at this beautiful hotel,We visited this beautiful  spacious and historical hotel to have a buffet lunch as part of a trip visiting Tagatay and other sites around Manila and I just fell in love with it. Of course the view is fantastic of Lake Taal and the Taal...More,2,February 13  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jervis S,Very nice  peaceful.,Dear Janet W  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward...More,2,February 13  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Issakito,Not better than avarage,food are awesome! The staffs are well trained  the food is good and tasty! Very nice view. Overall  I enjoyed my stay here! My first time here in tagaytay  next time that i will be back here  i will bring my family and friends.More,2,February 10  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,absm33,Reliable hotel in Tagaytay,Dear blanche f  We sincerely appreciate the wonderful feedback you gave us during your recent stay in our Hotel. It's always good to hear from guests for us to know where we have done well. Your valuable comments will also be shared with the rest...More,2,February 10  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Oly145,Taal Vista Hotel - The Ultimate Hotel in Tagaytay,We've spent two quiet nights here  so not need to complain. This is a place to enjoy rhe view of Taal lake  the cardela type volano mouth with water and islans in the lake  and for locals and expats  a place to enjoy its cool...More,2,February 9  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,tatch0926,Coffee break,They have the best coffee and deserts  aside from the beautiful view of the Taal volcano. And it's also nice that it's handicapped friendly. This place is so serene and it's the best place to relax  just love it!More,2,February 9  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Crystalline4u,Magnificent view,Dear tatch0926  We highly appreciate you commending us having the best coffee and deserts aside from our beautiful view  serene and handicapped friendly hotel. We look forward to meeting you on your next stay at The Taal Vista Hotel. At your service  Rose Brillantes-Gabas Executive...More,2,February 9  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,BUTCH A,Relaxing Ambiance,A day trip from the cruise we were on was to see Tagaytay... the trip led us to this hotel which has stunning views of the Taal Volcano Island  an active volcano surrounded by Taal Lake. We lunched at this hotel and the food was...More,2,February 9  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Annie I,Enjoyed our stay,Dear Crystalline-4u  It was a such a pleasure having you in our hotel. Your comment about your stay and your recognition about our impressive view   food range and polite staff are very much appreciated. Thank you again and we look forward to your next...More,2,February 9  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,daniel f,Lovely Christmas atmosphere,Had dinner with family and we really had a nice time. Chinese New Years eve fireworks adds fun to our visit. Dining ambiance becomes more pleasurable and enjoyable at the lobby area. We will surely be here again soon.More,2,February 8  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,sweet_orange1981,Breathtaking view of Taal Volcano,Been here a couple of times but the latest was last November 2015. Buffet breakfast is good and the room is homey. Would have been better if the pool is temp controlled as it was freezing at that time. Parking is a bit of a...More,2,February 7  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Pintobaby,Not good experience,Dear Guest  We appreciate the review you did for the hotel so much! Thank you for choosing to stay with us and we are happy that our buffet breakfast was to your liking. Noted on your comment regarding the temperature of the pool and the...More,2,February 7  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Luis M,Greta view  hotel just OK!,I booked 2 rooms for a wedding. Although I requested an early check in for 1 pm it didn't happen and I fully understand that there is no guarantee.However the other room did not get available until 3:30 ( hotel policy is check in at...More,2,February 4  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,BluePoles,Nice Hotel  but lacks...,Dear Pintotoronto  Thank you for taking the time to review your stay with us. We are very concerned to hear about your dissappointing stay and I would like to apologize for the service failures you experienced. We continuously seek opportunities to improve  so thank you...More,2,February 4  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,King C,The best in Tagaytay!,The hotel is listed as a five star. The rooms were a nice size. The bed was comfortable. The general cleanliness of the hallways and grounds was not quite up to par for a five star hotel. The breakfast buffet did save the day. it...More,2,February 3  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,JenAlbano,Old Luxury of Tagaytay,After a previous stay at this hotel  I could say that they are trying their best to keep up with the contemporary feel of new hotels around the area. If you want a quiet or more peaceful stay then this is not for you. As...More,2,February 3  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,yokohamamama,A Fine Hotel,Dear JenAlbano  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,February 2  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,kate2010,Enjoyed our stay,The beautiful view of the Taal Lake makes this hotel a perfect place to stay in when vividiting Tagaytay city. Request rooms in the newer wing. The room we had was nice  clean and comfortable. The food we ordered was brought within 30 minutes hot...More,2,February 2  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Von B,Worth it!,Dear yokohamamama  Thank you for sharing a stellar review of our property. We are absolutely delighted that you had a great and comfortable rest and our room's cleanliness  amenities and music played by our pianist and guitarist were to your satisfaction. We are also glad...More,2,February 1  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,YetteM,Excellent hotel,Stayed for 2 nights for a wedding in the family. Rooms were spacious and I liked the queen and twin bed  very comfortable. Staff were very helpful considering there was a lot of activities going on. You can easily control the temperature of the room...More,2,January 29  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,AGMB5,Tagaytay's Best!,Stayed here for 3D/2N. So far  the best Hotel we've visited. It is great! Exquisite interior design and magnificent decorations. The gardens are well maintained. Reception Staff are all helpful. Service are excellent; Hospitality as it's best! And when we went to our room  and...More,2,January 27  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Matt C,Christmas break,Dear Allan B  Thank you for your delightful review! We are glad Taal Vista Hotel lived up to your expectations. I am very pleased to read that you and your family had an enjoyable stay in our Hotel. Thank you for highly recommending us. It...More,2,January 26  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,caroltinio,Superb service still the best in Tagaytay,The hotel is just adjacent to Sky Ranch and is very accessible. Food is great and the view is overlooking Taal lake. There is a free parking for hotel guest. And the weather is quite cold just like in Baguio.More,2,January 24  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Luisa L,Beautiful view!,Dear Matt C  Warmest greetings from Taal Vista Hotel! Thank you very much for sharing this review. We are happy to note that you had a pleasant stay. We are truly blessed to be in a prime location where guests enjoy the convenience of having...More,2,January 23  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Dwight E,Overnight Stay,Always our first choice when we visit Tagaytay. I cannot count how many times I've stayed at this hotel. They have the best view of the lake and in the centre of everything. The hotel is huge and they have several room categories so make...More,2,January 19  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Bella8_11,WOW,It's a wow. Opulence  service and heritage galore in one place. If you want to experience Filipino food and traditions at a higher level  then try Taal Vista. We stopped by for lunch and I was enthralled. Food  service and ambiance = amazeball. They also...More,2,January 18  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Grace L,For your eyes only,Dear Bella8_11  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,January 18  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Craig G,Room with a view,We were there for just a night. Arrived at 6pm. Didnt get the view we wanted (room). Ate dinner at Taz Fresh Table service was good but the food isnt  esp mezze starters (worst hummus i have ever tasted). They also did not indicate in...More,2,January 16  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Marvin M,Nice hotel for visiting Tagaytay,Dear Grace L  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward...More,2,January 15  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Sirene888,If weather is cool and there is fog  View Deck will be worth your stay,We popped in to get some pics of the lake  but stayed for a hot choc  some blueberry cheesecake and unexpectedly experienced some local dancing - Filipino equivalent of Morris Dancing!!! Views were great  although the day was a little hazy; the less said about...More,2,January 11  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,LuisArcangel,Par Excellance!,The iconic Taal Vista has long been considered the gold standard of all Tagaytay hotels  with premium price point to boot. It did not disappoint. While we were here for a weekend wedding  we all got to partake of the top-class service  excellent food and...More,2,January 9  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Bobbie F,Been wanting to stay...glad I did :),Dear LuisArcangel  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,January 9  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Gina M,Hotel with a nice view,I would just usually take day trips to Tagaytay for sight-seeing and gastronomic finds...but I am happy that for this trip  I decided to book a room and stay the night...And I'm glad I chose  no less than  Taal Vista Hotel....Staying over the holiday season ...More,2,January 8  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,yam1914,Satisfying Stay,Dear Bobbie F  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward...More,2,January 8  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,JVEJ,Very helpful staff!,My family stayed at Taal Vista Hotel last Christmas vacation. We had a room at the mountain wing. We were expecting a nice room with amenities of a 5 star hotel but we were disappointed. The hotel is busy because of the holiday season  the...More,2,January 6  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Eli002016,AWESOME!,I was checked in last December 31  2015. They had an event called the new year's countdown. I was with my friends and relatives. We had so much fun since they served the best food and everyone was very accommodating. I enjoyed my stay and...More,2,January 3  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Ani T,General Manager and Filipino Staff,Dear Eli002016  Thank you for such a great review  your satisfaction is our pride! We are glad you enjoyed your stay with us  looking forward to welcome you back on your next visit. At your service  Rose Brillantes-Gabas Executive Assistant Manager,2,January 3  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Glaiza Mari W,BEST HOTEL so far... ,Having arrived at the hotel known as a heritage hotel  my family went straight to the restaurant for a hearty breakfast. After a few disappointing minutes because of the volume of clients all over the hotel  the General Manager managed to stay on top of...More,2,January 1  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,eghappy00,Hotel with Best Staff!,Dear Ani T  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward...More,2,December 31  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Julia Q,Way overrated,It was the best. Everything and everyone are very accommodating.  I was with my fiance and my 4 year old son. We had breakfast buffet at their cafe veranda and I may say that their food taste so good that I never want to...More,2,December 30  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,WorldTraveller08901,Beautiful with some disappointments,The Taal Vista Hotel is a generally fine hotel with commanding views of Lake Taal and the volcanoes. Its location right on the rim of the volcano is truly magnificent. We booked a lake vista room  and it was excellent  with a balcony overlooking the...More,2,December 30  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,bossmyre,Best for Family Bonding during the Holidays!,Dear WorldTraveller08901  Thank you for taking the time to share your experience with us. Taal Vista Hotel appreciates and values your comments in line with our efforts to provide each and every guest a delightful and enjoyable stay. This is also to express our sincerest...More,2,December 28  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Winstonlin,Expensive and disappointing weather. Good service though,Attended the annual Tree Lighting Ceremony with the family and when it comes to family fun and old-time tradition and warm memories  Taal Vista is incomparable! This festivity took a lot of planning and organizing from the cocktail hour to the tree lighting and sumptuous...More,2,December 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Alyncalvin,Doesn't deserve to be a 4 star hotel!,Dear bossmyre  Thank you for sharing your kind words for Taal Vista Hotel. I truly appreciate your wonderful review of the hotel especially how good everything went for you and your family. I'm glad that you we're able to have a great time with us.Your...More,2,December 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Cat L,Great stay!,Stayed there 16-19 Dec in the lake view wing. The weather was horrid - we only had 1 clear afternoon  the rest of our stay was mared by fog and heavy rain. The view here really is nice when the weather permits  but the downsides...More,2,December 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,PinkAddict,Worth Revisiting,Well preserved. Haven't been back for at least 13 years or so. Surprised with how good they maintained the place. Staff mostly very friendly and helpful. Today (Sunday) they were on high capacity and I can understand that staff are over stretched... We stayed at...More,2,December 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,ihla_corvite,Most confusing and embarrassing check-in ever,Dear PinkAddict  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,December 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,shaun_de_sagun,Hotel with Best View in Tagaytay,It was my second time to visit. We brought my parents-in-law since we were impressed with our over all experience the last time (March 2015). Booked two rooms. One room was already available and we were given the keys though it was still an hour...More,2,December 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Amy F,Great Views,Dear ihla_corvite  Thank you so much for taking time to share with us your concerns  please allow me to apologize for the shortcomings experienced in the check-in and the inconvenience it caused you. Let me assure you that this is not our standard and that...More,2,December 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jonathan S,Overlooking Taal Volcano,Our family stayed there for one night after going from Batangas en route north to Bulacan. The hotel is a bit pricey and considering we got the room in the old or mountain wing. The hotel room though is newly renovated it was big and...More,2,December 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jim T,Deteriorating Quality of Food & Service,We always visit the hotel once or twice a month for a massage at the Asmara Spa. Sometimes we stay there overnight but most often  we just have our time having coffee and light meals at their lounge while waiting for our appointment at the...More,2,December 21  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,scbraga,Stunning views!,Dear Jim T  Thank you very much for your honest feedback. We value all comments given to us as it will help us improve our services and offerings. We apologize for any inconvenience you may have experienced during your stay with us. We will be...More,2,December 21  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Rakee D,Spacious and clean rooms  excellent staffs,Stayed for one night at Taal Vista. The lodge is huge and the grounds are expansive. It is a historic landmark in Tagaytay. The rooms are simple and dated but had all the necessities. There is great potential if the rooms and bathrooms could be...More,2,December 17  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,John Ray L,Breathtaking view!,Dear scbraga  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,December 15  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,melranoa,Feels like coming home,We were able to stay at the Lake view. The room was very spacious and clean. The restroom was very well maintained too  I wish it just had a bidet. You would hear the noise from Skyranch but it's manageable. As for the food  try...More,2,December 8  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Randolph M,Amazing View!!,This hotel is one of the best hotels at Taal. This is a huge property with well-maintained grounds and all other amenities that a business class hotel offers. I was here for 3 days and enjoyed every moment of my stay  There are quite a...More,2,November 30  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Ray G,A memorable stay...,Dear Randohlp M  Thank you very much for expressing your delight during your recent stay with us. We appreciate the kind words and the effort made to notice the upkeep of the property. We believe that being in Tagaytay for 76 years now provides challenge...More,2,November 30  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Xan P,Birthday celebration,I couldn't ask for a more pleasant first stay at Taal Vista. Perfect room with a view in the Lake Wing. Staff was more than friendly and accommodating  and I absolutely loved the cuisine and cultural dance performance. I enjoyed exploring the grounds and always...More,2,November 28  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Stajin,pricey for what it is,Dear Ray G  We appreciate your generosity for taking time off our busy schedule to share your Taal Vista Hotel experience. It is always a pleasure having guests admire the unobstructed view of the Taal Lake and Volcano which the hotel is known for. Thank...More,2,November 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,wandertripper,Steep price for the Lake Wing room,Been to this hotel for several times already and for me and my family  this is by far the best hotel for us. The view from our room is superb! I got high standards when it comes to cleanliness and they were able to exceed...More,2,November 25  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Dadakins,Business and Leisure Hotel with Driver's Quarters,Stayed for 2 nights at this hotel for a business trip and i would say that Taal Vista still remains the charm of Tagaytay Pros: wide parking space  has driver's quarters  wide variety of breakfast  spacious rooms  good view of the Taal Lake  awesome pillows...More,2,November 25  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,TS2505,Volcano views,Dear Dadakins  Thank you very much  Your positive comments give us joy and fulfillment. Apart from all the pros youve enumerated  we believe that one of the unique features of Taal Vista Hotel is having an accommodation for drivers. Thank you for suggesting the installation...More,2,November 25  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,newbiewife,Ophidiophobia,Having visited this hotel on a weekend we found it rather busy but this was expected. However we were given a lovely welcome drink and issued a beautiful spacious room with vast views over the lake and the volcano and the mountains which made the...More,2,November 25  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,ChengTheTraveler,Perfect Venue for your Events this Christmas!,Dear TS2505  Warm greetings from Taal Vista Hotel! We are pleased to learn you loved all aspects of your stay with usfrom the cleanliness and view of the room  to the service of our colleagues. We appreciate you for taking the time to share your...More,2,November 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Oskrehoboth,Went for the Merienda and the View,We stayed at this hotel for 3 days and 2 nights with a toddler in tow. There is no contest that this property has the most magnificent view of the Taal Volcano and its lake even on a foggy day. At night  you can see...More,2,November 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Ayah E,Always a pleasure,Been here twice. One was the anniversay of my tito and tita. And the other was a just bevause visit to tagaytay. We love taal vista. The staff is very friendly. It has a very good parking space with good security. The food is amazing!...More,2,November 22  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Matelot2000,Historic but not quite plush,Dear Ayah E  Thank you for your continued patronage and for making Taal Vista Hotel your choice of venue whenever you are in Tagaytay. We would love to have you and your family back anytime! We are delighted to share with you that we are...More,2,November 19  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Southern_CA_Resident,Never Fails to Impress!,Travelled here for a conference. The Taal Vista is located on the cooler uplands south of Manila and is located right on the volcano edge with splendid views across the lake. The hotel is famous among the Manila middle class who flock here at weekends...More,2,November 17  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jackie C,Great View / Customer Service / Location / Food,Dear Matelot2000  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,November 10  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,EBardov,Great Hotel in Tagaytay,Taal Vista Hotel  my home away from home  remains a-must experience when visiting Tagaytay! My relatives visited for a few days and as always  the first thing on my "Show & Tell" list is to wow them with Taal Vista! This hotel is the complete...More,2,November 9  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Carlo M,Potentially awful exprience turned out to be a display of Excellent Customer Service!,My wife wanted a quick getaway to celebrate her 34th birthday here with our 2 daughters. We had booked online for 2 nights (and received both an email and call confirmation). Upon checking in  however  we found that there was an error in their system....More,2,November 9  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,mikesese,Halloween and family trip,Dear Carlo M  Thank you for sharing your candid review of your recent stay at Taal Vista Hotel. Its a pleasure to learn you were looked after well by our managers. We regret to learn  however  we fell short in other aspects of your stay....More,2,November 9  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,vlad0930,the view,Our stay at Taal Vista was great. No problems at all. Able to accommodate our needs on time. The staff and managers were helpful. Rooms are clean  also when we requested an extra bed it was given at a short notice.More,2,November 7  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Christten,Quick Getaway from Manila,Dear mikesese  It is with pleasure we note your positive recommendation of Taal Vista Hotel. We are equally pleased to learn the cleanliness  location and efficiency of our staff were what made your stay a truly enjoyable one.Your wonderful words shall be shared with the...More,2,November 6  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Michigurl,Excellent Customer Service! Great View of Taal Lake,the hotel gives you the feeling of being in another country as the facade and the room. The room is very good  service good  the food good  the view is amazing. you can stay and stare the the taal lake all day long. many outdoor...More,2,November 6  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,ChenzelMae,Brings back memories,Growing up  my family would drive to my grandparents hometown in Batangas and we will always pass by this hotel. It did not really mattered for me as a kid but when we checked in here for a vacation last September it really felt like...More,2,November 5  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jomosanti,Short break  memorable stay,Dear ChenzelMae  Thank you for patronizing Taal Vista Hotel. We are a preferred hotel for staycations in the area and really pleased to hear you enjoyed your time away from home and hopefully found your new home here in Tagaytay. Once again  thank you for...More,2,November 3  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,383dave,Halloween at Taal Vista Hotel,We had a short break with friends and officemates last October 16-17  2015. Booked 6 rooms thru a discounted voucher online. Since they also require us to inform Taal Vista for the room reservations  I had to call them. I had an easy time dealing...More,2,November 2  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,ericdE9088DD,It's a must to stay here!!!,Dear joan_mole  I would like to thank you for taking the time to write a review and commenting on your experience at Taal Vista Hotel. We are glad to know that check in process was done smoothly and over all you enjoyed your stay with...More,2,November 2  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Eric R,Handicapped room,First of all  as a British guy  I am not all that fond of the build up to Halloween and "trick or treating" that is so big in America. It's not that I am a spoilsport  but I grew up in the UK where we...More,2,November 2  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,jedella,Nice experience and good breakfast buffet,We booked our twin bed room with a Taal view. The room was good but my only comment is the bathroom/toilet don't have any door. So if you're with friends or office-mate  it's quite awkward to do the "Call of nature" there. We stayed there...More,2,November 2  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,IvoRKat,Lovely place!,Dear jedella  Warm greetings from Taal Vista Hotel! Thank you for your review. We are pleased to learn our culinary offerings were to your liking.We have taken careful note of your feedback on our bathroom door and is now being reviewed for possible enhancements in...More,2,November 1  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,enriconickos,Pleasant stay as always..,This place is the best! Highly recommend it! Nice view  lovely lobby  nice staff  yummy food! We would've stayed longer if we didn't have work. Truly breathtaking when you step outside where you can see a lovely view of Taal. They even have a fireplace...More,2,November 1  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Andy L,Excellent Service and Family experience was excellent,Dear IvoRKat  Thank you for this lovely review! It brings us great pleasure to read from our guests such as yourself and we are humbled by your compliments for your recent stay. At Taal Vista Hotel  we aspire to turn moments into memories for our...More,2,October 31  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,mjckit,Expected more  but still an okay experience,Our fav home away from home! We enjoyed every time we are here...from the friendly well trained staff  great food at the new taza restaurant  ( my new fav choco tablea w a hint of peanut butter)  clean well maintained rooms w d marvelous view...More,2,October 30  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,frankieq84,Breathtaking,Great view of Taal from the room balcony. Breakfast is quite nice with a huge spread and customer service is what you expect of a great hotel. Location of hotel ideal to visit most attractions in this part of the Philippines.More,2,October 30  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,tristan235,Courteous Staff and Excellent Service,Dear frankieq84  Thank you for choosing Taal Vista Hotel and for giving us a 5-star rating. We aim to make each of our guests stay most delightfulthank you for taking the time to share your appreciation. We look forward to welcoming you back on your...More,2,October 26  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,sitcomone,Staff is Great but.......,The room we stayed in is very clean and spacious. Location is ideal as it is situated near markets  entertainment park not to mention the Filipino casino. Also there are ample amenities for guests. I've been to quite a few hotels in Tagaytay  but my...More,2,October 26  2015,50
